1,QnWtLsCL,6,6,13,13,16,16,18,18,21,21,25,25,28,28,31,31,34,34,69,69,73,73,74,74,84,84,m71E,m71E,m82C,m82C
1,0.503030303,351,359,0,0,261,0,301,307,296,300,262,296,119,139,0,0,0,0,0,0,0,0,245,249,155,159,228,248,161,193
1,0.537414966,351,375,276,278,267,269,301,335,0,0,262,314,123,127,229,233,0,0,180,184,349,0,245,249,145,159,216,228,157,189
1,0.474683544,351,363,0,0,245,273,301,303,312,334,288,292,123,143,225,245,202,0,0,0,329,357,245,257,155,163,0,0,157,169
1,0.43258427,323,359,270,296,0,0,311,319,312,318,262,306,115,151,237,245,240,244,188,196,0,0,249,0,155,163,216,220,149,169
1,0.432926829,371,375,270,280,255,273,301,311,296,308,298,306,111,127,229,233,198,218,184,0,349,369,0,0,155,183,252,256,181,193
1,0.569536424,355,359,258,278,265,267,289,315,304,334,290,292,107,127,229,237,0,0,0,0,0,0,241,249,0,0,240,248,0,0
1,0.445945946,0,0,264,270,251,259,289,0,312,0,262,304,123,0,237,245,196,202,184,188,349,373,253,265,133,163,220,244,169,177
1,0.485915493,351,375,270,280,261,273,303,307,296,330,298,310,123,127,213,237,198,234,0,0,329,369,0,0,145,167,228,244,165,173
1,0.543307087,351,0,276,278,261,287,0,0,300,308,290,302,119,139,229,0,196,200,162,180,369,0,249,257,155,167,236,252,165,173
1,0.543209877,363,0,270,276,251,259,315,319,300,346,262,296,99,119,225,229,200,218,184,188,329,369,245,249,141,175,228,236,169,177
1,0.46,0,0,264,266,251,269,311,315,308,330,262,0,91,135,237,0,194,222,0,0,329,349,241,269,155,0,236,252,153,189
1,0.607843137,323,363,260,264,261,263,0,0,300,304,298,302,127,131,237,245,210,218,166,178,349,0,241,257,167,0,236,252,165,189
1,0.435582822,355,375,258,270,253,261,0,0,296,300,290,306,107,131,225,245,214,0,178,184,333,369,241,249,159,171,220,248,165,197
1,0.529032258,0,0,258,266,259,261,301,327,308,312,298,306,131,135,217,229,194,206,188,0,329,373,249,265,145,155,240,0,161,185
1,0.429447853,323,351,258,276,259,285,0,0,312,318,294,304,115,127,233,245,182,194,188,0,329,349,245,261,151,175,240,244,177,181
1,0.470588235,355,359,264,286,0,0,303,0,300,326,262,0,127,143,237,241,206,210,170,184,365,369,249,257,159,171,216,244,165,185
1,0.489932886,355,0,270,0,265,269,323,331,300,308,262,296,131,151,245,0,198,210,162,184,365,377,229,257,151,163,248,256,153,173
1,0.563636364,0,0,270,0,251,285,0,0,312,318,262,298,115,127,0,0,192,210,170,192,365,393,241,277,141,163,228,240,149,173
1,0.515625,351,0,264,270,251,281,307,315,300,318,288,310,123,127,221,229,218,244,166,178,349,377,237,257,151,163,220,256,169,193
1,0.47761194,367,379,270,280,261,307,307,315,322,326,260,298,91,115,237,251,206,214,170,0,385,401,241,249,155,183,252,256,181,193
1,0.496551724,375,0,266,286,265,0,307,0,318,330,314,0,115,131,233,237,200,226,184,0,329,365,249,0,163,191,232,260,145,169
1,0.530612245,347,351,280,292,269,0,293,0,0,0,0,0,0,0,225,233,196,248,174,178,0,0,241,0,159,0,236,248,169,189
1,0.475,355,363,258,268,257,259,289,331,312,318,0,0,111,139,221,233,214,234,178,188,357,369,237,249,155,163,216,220,153,161
1,0.458015267,323,359,268,278,251,283,301,315,312,330,298,302,111,123,233,241,202,214,174,188,377,385,237,241,159,171,224,252,177,181
1,0.561290323,355,363,244,270,263,281,289,323,312,326,306,0,123,127,233,249,222,242,166,0,397,401,237,249,151,159,248,252,173,193
1,0.526627219,375,0,266,290,263,285,0,0,308,312,290,292,123,143,249,251,198,216,170,192,0,0,0,0,155,159,0,0,169,181
1,0.433566434,371,0,278,292,285,0,327,0,304,318,292,294,119,123,237,241,214,232,162,200,369,373,237,249,145,151,216,244,157,169
1,0.504065041,351,371,244,264,285,289,289,319,296,304,278,300,115,123,221,225,210,238,180,184,349,353,241,249,155,159,216,236,165,185
1,0.417218543,0,0,0,0,0,0,303,307,292,318,292,306,123,131,225,0,0,0,162,184,373,381,237,257,151,0,228,236,177,189
1,0.486842105,0,0,254,268,273,281,315,327,0,0,262,290,91,111,245,249,192,194,0,0,361,373,277,281,155,159,224,248,157,173
1,0.534246575,351,371,260,278,0,0,301,303,318,330,262,298,0,0,0,0,202,212,162,184,357,393,233,265,151,155,216,220,149,193
1,0.452229299,375,379,0,0,249,261,289,303,296,308,0,0,115,119,233,251,194,214,180,192,0,0,237,245,163,167,244,252,177,185
1,0.454545455,323,0,0,0,0,0,303,319,304,330,0,0,127,139,225,229,214,242,180,184,349,373,245,261,159,179,240,248,165,189
